fight_date,fighter_a_name,fighter_b_name,fighter_a_id,fighter_b_id,result,title_fight,weight_class,a_age,b_age,a_height_cm,b_height_cm,a_reach_cm,b_reach_cm,a_stance,b_stance,a_slpm,b_slpm,a_str_acc,b_str_acc,a_sapm,b_sapm,a_str_def,b_str_def,a_td_avg,b_td_avg,a_td_acc,b_td_acc,a_td_def,b_td_def,a_sub_avg,b_sub_avg
2022-12-03,Niko Price,Phil Rowe,niko-price,phil-rowe,L,False,Welterweight,33,32,182.88,190.5,193.04,203.2,Orthodox,Orthodox,0.3766666666666667,0.24333333333333332,0.43,0.49,,,,,1.15,0.7,0.32,0.36,,,0.6,0.3
2022-12-03,Angela Hill,Emily Ducote,angela-hill,emily-ducote,W,False,Women's Strawweight,37,28,160.02,157.48,162.56,160.02,Orthodox,Orthodox,0.364,0.4966666666666667,0.49,0.52,,,,,0.76,0.2,0.32,0.14,,,0.1,0.0
2022-12-03,Clay Guida,Scott Holtzman,clay-guida,scott-holtzman,W,False,Lightweight,40,39,170.18,175.26,177.8,175.26,Orthodox,Orthodox,0.17600000000000002,0.28800000000000003,0.33,0.47,,,,,3.13,1.88,0.36,0.56,,,0.6,0.2
2022-12-03,Marc Diakiese,Michael Johnson,marc-diakiese,michael-johnson,L,False,Lightweight,29,36,177.8,177.8,185.42,185.42,Orthodox,Southpaw,0.16933333333333334,0.2846666666666666,0.4,0.39,,,,,3.29,0.62,0.43,0.41,,,0.0,0.0
2022-12-03,Jonathan Pearce,Darren Elkins,jonathan-pearce,darren-elkins,W,False,Featherweight,30,38,182.88,177.8,180.34,180.34,Switch,Orthodox,0.3546666666666667,0.22933333333333333,0.54,0.38,,,,,5.24,2.85,0.5,0.35,,,0.8,1.1
2022-12-03,Genaro Valdez,Natan Levy,genaro-valdez,natan-levy,L,False,Lightweight,30,31,175.26,175.26,182.88,180.34,Orthodox,Southpaw,0.272,0.24666666666666667,0.3,0.52,,,,,1.54,5.03,0.44,0.58,,,0.4,0.5
2022-12-03,Marcelo Rojo,Francis Marshall,marcelo-rojo,francis-marshall,L,False,Featherweight,34,23,172.72,175.26,180.34,182.88,Orthodox,Orthodox,0.328,0.246,0.39,0.34,,,,,0.46,2.68,0.5,0.41,,,0.0,0.5
2022-12-03,Yazmin Jauregui,Istela Nunes,yazmin-jauregui,istela-nunes,W,False,Women's Strawweight,23,30,160.02,162.56,162.56,167.64,Orthodox,Orthodox,0.41733333333333333,0.3346666666666666,0.38,0.45,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2022-12-10,Jared Gordon,Paddy Pimblett,jared-gordon,paddy-pimblett,L,False,Lightweight,34,27,175.26,177.8,172.72,185.42,Orthodox,Orthodox,0.38333333333333336,0.32933333333333337,0.55,0.53,,,,,1.78,0.91,0.31,0.25,,,0.0,2.1
2022-12-10,Santiago Ponzinibbio,Alex Morono,santiago-ponzinibbio,alex-morono,W,False,Catch Weight,36,32,182.88,180.34,185.42,182.88,Orthodox,Orthodox,0.316,0.33066666666666666,0.41,0.41,,,,,0.59,0.36,0.32,0.26,,,0.0,0.4
2022-12-10,Darren Till,Dricus Du Plessis,darren-till,dricus-du-plessis,L,False,Middleweight,29,28,182.88,185.42,187.96,193.04,Southpaw,Switch,0.15333333333333332,0.412,0.46,0.49,,,,,0.55,3.04,0.46,0.5,,,0.0,0.9
2022-12-10,Bryce Mitchell,Ilia Topuria,bryce-mitchell,ilia-topuria,L,False,Featherweight,28,25,177.8,170.18,177.8,175.26,Southpaw,Orthodox,0.15333333333333332,0.29333333333333333,0.58,0.46,,,,,3.45,1.92,0.41,0.56,,,1.6,1.3
2022-12-10,Jay Perrin,Raul Rosas Jr.,jay-perrin,raul-rosas-jr,L,False,Bantamweight,29,18,170.18,175.26,170.18,170.18,Switch,Switch,0.24733333333333332,0.07466666666666667,0.46,0.43,,,,,2.83,4.39,0.52,0.38,,,0.0,1.8
2022-12-10,Chris Daukaus,Jairzinho Rozenstruik,chris-daukaus,jairzinho-rozenstruik,L,False,Heavyweight,33,34,190.5,187.96,193.04,198.12,Orthodox,Orthodox,0.4033333333333333,0.25,0.5,0.49,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2022-12-10,Edmen Shahbazyan,Dalcha Lungiambula,edmen-shahbazyan,dalcha-lungiambula,W,False,Middleweight,25,35,190.5,172.72,190.5,193.04,Orthodox,Orthodox,0.25133333333333335,0.20466666666666666,0.5,0.45,,,,,2.01,2.14,0.38,0.45,,,0.5,0.0
2022-12-10,Joaquin Buckley,Chris Curtis,joaquin-buckley,chris-curtis,L,False,Middleweight,28,35,177.8,177.8,193.04,190.5,Southpaw,Orthodox,0.2833333333333333,0.384,0.36,0.51,,,,,1.69,0.0,0.44,0.0,,,0.0,0.0
2022-12-10,Billy Quarantillo,Alexander Hernandez,billy-quarantillo,alexander-hernandez,W,False,Featherweight,34,30,177.8,175.26,177.8,182.88,Orthodox,Orthodox,0.4906666666666667,0.2886666666666667,0.56,0.41,,,,,1.24,1.06,0.23,0.31,,,1.1,0.1
2022-12-10,TJ Brown,Erik Silva,tj-brown,erik-silva,W,False,Featherweight,32,35,175.26,175.26,182.88,180.34,Switch,Orthodox,0.22466666666666668,0.13799999999999998,0.44,0.7,,,,,3.41,3.76,0.57,0.8,,,1.3,0.0
2022-12-10,Steven Koslow,Cameron Saaiman,steven-koslow,cameron-saaiman,L,False,Bantamweight,25,21,170.18,172.72,175.26,170.18,Switch,Southpaw,0.051333333333333335,0.3546666666666667,0.37,0.46,,,,,5.28,0.91,0.55,0.28,,,1.1,0.7
2022-12-17,Sean Strickland,Jared Cannonier,sean-strickland,jared-cannonier,L,False,Middleweight,31,38,185.42,180.34,193.04,195.58,Orthodox,Switch,0.40066666666666667,0.29933333333333334,0.42,0.5,,,,,0.78,0.42,0.64,0.46,,,0.2,0.0
2022-12-17,Damir Ismagulov,Arman Tsarukyan,damir-ismagulov,arman-tsarukyan,L,False,Lightweight,31,26,177.8,170.18,187.96,182.88,Orthodox,Orthodox,0.224,0.25266666666666665,0.42,0.48,,,,,1.0,3.25,0.28,0.37,,,0.0,0.0
2022-12-17,Alessandro Costa,Amir Albazi,alessandro-costa,amir-albazi,L,False,Flyweight,26,29,162.56,165.1,170.18,172.72,Orthodox,Orthodox,0.27599999999999997,0.18666666666666665,0.47,0.39,,,,,0.27,1.71,0.12,0.33,,,0.0,0.7
2022-12-17,Julian Erosa,Alex Caceres,julian-erosa,alex-caceres,L,False,Featherweight,33,34,185.42,177.8,187.96,185.42,Southpaw,Southpaw,0.412,0.2806666666666667,0.48,0.49,,,,,1.69,0.54,0.48,0.68,,,0.8,0.7
2022-12-17,Drew Dober,Bobby Green,drew-dober,bobby-green,W,False,Lightweight,34,36,172.72,177.8,177.8,180.34,Southpaw,Orthodox,0.29266666666666663,0.42866666666666664,0.4,0.53,,,,,0.67,1.23,0.17,0.39,,,0.1,0.3
2022-12-17,Michal Oleksiejczuk,Cody Brundage,michal-oleksiejczuk,cody-brundage,W,False,Middleweight,27,28,182.88,182.88,187.96,182.88,Southpaw,Orthodox,0.33866666666666667,0.10800000000000001,0.5,0.54,,,,,1.08,2.31,0.43,0.5,,,0.0,0.9
2022-12-17,Cory McKenna,Cheyanne Vlismas,cory-mckenna,cheyanne-vlismas,W,False,Women's Strawweight,23,27,160.02,160.02,147.32,160.02,Orthodox,Switch,0.2,0.32866666666666666,0.4,0.5,,,,,2.22,0.25,0.58,0.33,,,0.4,0.2
2022-12-17,Jake Matthews,Matthew Semelsberger,jake-matthews,matthew-semelsberger,L,False,Welterweight,28,30,180.34,185.42,185.42,190.5,Orthodox,Switch,0.22533333333333333,0.252,0.44,0.43,,,,,1.56,1.02,0.41,0.57,,,0.6,0.4
2022-12-17,Saidyokub Kakhramonov,Said Nurmagomedov,saidyokub-kakhramonov,said-nurmagomedov,L,False,Bantamweight,27,30,172.72,172.72,175.26,177.8,Orthodox,Orthodox,0.13666666666666666,0.23666666666666666,0.51,0.47,,,,,6.63,1.01,0.48,0.16,,,1.9,1.4
2022-12-17,Maheshate,Rafa Garcia,maheshate,rafa-garcia,L,False,Lightweight,23,28,182.88,170.18,180.34,177.8,Orthodox,Orthodox,0.26,0.2793333333333334,0.28,0.42,,,,,0.0,3.61,0.0,0.44,,,0.0,0.3
2022-12-17,Rinat Fakhretdinov,Bryan Battle,rinat-fakhretdinov,bryan-battle,W,False,Welterweight,31,28,182.88,185.42,187.96,195.58,Orthodox,Orthodox,0.27799999999999997,0.3013333333333333,0.54,0.51,,,,,4.43,1.12,0.46,0.28,,,0.2,0.6
2022-12-17,David Dvorak,Manel Kape,david-dvorak,manel-kape,L,False,Flyweight,30,29,165.1,165.1,172.72,172.72,Orthodox,Southpaw,0.232,0.29600000000000004,0.43,0.53,,,,,0.58,0.54,0.3,0.33,,,0.2,0.4
2022-12-17,Sergey Morozov,Journey Newson,sergey-morozov,journey-newson,W,False,Bantamweight,33,33,167.64,165.1,170.18,170.18,Orthodox,Orthodox,0.20066666666666666,0.17600000000000002,0.43,0.32,,,,,3.63,0.56,0.31,0.16,,,0.0,0.3
2023-01-14,Sean Strickland,Nassourdine Imavov,sean-strickland,nassourdine-imavov,W,False,Light Heavyweight,31,27,185.42,190.5,193.04,190.5,Orthodox,Orthodox,0.40066666666666667,0.30533333333333335,0.42,0.55,,,,,0.78,0.98,0.64,0.36,,,0.2,1.3
2023-01-14,Dan Ige,Damon Jackson,dan-ige,damon-jackson,W,False,Featherweight,31,34,170.18,180.34,180.34,180.34,Orthodox,Switch,0.24666666666666667,0.19333333333333333,0.45,0.42,,,,,0.99,2.34,0.26,0.34,,,0.3,1.2
2023-01-14,Roman Kopylov,Punahele Soriano,roman-kopylov,punahele-soriano,W,False,Middleweight,31,30,182.88,180.34,190.5,182.88,Southpaw,Southpaw,0.2886666666666667,0.32599999999999996,0.54,0.53,,,,,1.2,1.48,0.53,0.56,,,0.0,0.0
2023-01-14,Raquel Pennington,Ketlen Vieira,raquel-pennington,ketlen-vieira,W,False,Women's Bantamweight,34,31,170.18,172.72,170.18,172.72,Orthodox,Orthodox,0.27599999999999997,0.20266666666666666,0.52,0.41,,,,,0.9,1.51,0.27,0.44,,,0.7,0.6
2023-01-14,Raoni Barcelos,Umar Nurmagomedov,raoni-barcelos,umar-nurmagomedov,L,False,Bantamweight,35,27,170.18,172.72,170.18,175.26,Orthodox,Orthodox,0.348,0.29733333333333334,0.51,0.63,,,,,1.86,3.98,0.32,0.5,,,0.6,0.4
2023-01-14,Mateus Mendonca,Javid Basharat,mateus-mendonca,javid-basharat,L,False,Bantamweight,23,27,167.64,175.26,180.34,175.26,Orthodox,Orthodox,0.11066666666666666,0.36133333333333334,0.4,0.53,,,,,2.54,1.7,0.27,0.4,,,0.4,0.2
2023-01-14,Abdul Razak Alhassan,Claudio Ribeiro,abdul-razak-alhassan,claudio-ribeiro,W,False,Middleweight,37,30,177.8,185.42,185.42,195.58,Orthodox,Orthodox,0.24133333333333334,0.23933333333333331,0.49,0.51,,,,,0.88,0.56,0.38,0.5,,,0.2,0.0
2023-01-14,Nick Fiore,Mateusz Rebecki,nick-fiore,mateusz-rebecki,L,False,Lightweight,25,30,177.8,170.18,182.88,167.64,Orthodox,Southpaw,0.18866666666666668,0.3126666666666667,0.46,0.48,,,,,2.5,4.12,0.45,0.75,,,0.0,1.0
2023-01-14,Allan Nascimento,Carlos Hernandez,allan-nascimento,carlos-hernandez,W,False,Flyweight,31,29,172.72,172.72,175.26,170.18,Orthodox,Orthodox,0.214,0.274,0.61,0.46,,,,,1.55,1.08,0.26,0.17,,,0.9,0.2
2023-01-14,Dan Argueta,Nick Aguirre,dan-argueta,nick-aguirre,W,False,Featherweight,29,26,170.18,175.26,172.72,187.96,Southpaw,Southpaw,0.14533333333333334,0.048666666666666664,0.45,0.33,,,,,4.45,1.16,0.48,0.2,,,1.6,0.6
2023-01-14,Charles Johnson,Jimmy Flick,charles-johnson,jimmy-flick,W,False,Flyweight,32,32,175.26,170.18,177.8,172.72,Switch,Orthodox,0.322,0.12933333333333333,0.51,0.5,,,,,0.38,1.55,0.2,0.21,,,0.5,4.3
2023-01-21,Jamahal Hill,Glover Teixeira,jamahal-hill,glover-teixeira,W,True,Light Heavyweight,31,43,193.04,187.96,200.66,193.04,Southpaw,Orthodox,0.47866666666666663,0.24866666666666667,0.54,0.49,,,,,0.0,2.11,0.0,0.33,,,0.0,0.9
2023-01-21,Deiveson Figueiredo,Brandon Moreno,deiveson-figueiredo,brandon-moreno,L,True,Flyweight,35,29,165.1,170.18,172.72,177.8,Orthodox,Orthodox,0.20066666666666666,0.258,0.55,0.44,,,,,1.68,1.74,0.35,0.46,,,1.6,0.5
2023-01-21,Neil Magny,Gilbert Burns,neil-magny,gilbert-burns,L,False,Welterweight,35,36,190.5,177.8,203.2,180.34,Orthodox,Orthodox,0.22933333333333333,0.21933333333333332,0.46,0.48,,,,,2.15,2.24,0.4,0.38,,,0.2,0.5
2023-01-21,Jessica Andrade,Lauren Murphy,jessica-andrade,lauren-murphy,W,False,Women's Flyweight,31,39,154.94,165.1,157.48,170.18,Orthodox,Orthodox,0.44133333333333336,0.26999999999999996,0.5,0.39,,,,,2.37,1.03,0.55,0.25,,,0.3,0.1
2023-01-21,Johnny Walker,Paul Craig,johnny-walker,paul-craig,W,False,Light Heavyweight,30,35,198.12,190.5,208.28,193.04,Orthodox,Orthodox,0.258,0.16333333333333336,0.53,0.46,,,,,0.45,1.68,1.0,0.2,,,0.9,1.6
2023-01-21,Ihor Potieria,Mauricio Rua,ihor-potieria,mauricio-rua,W,False,Light Heavyweight,26,41,190.5,185.42,190.5,193.04,Southpaw,Orthodox,0.34199999999999997,0.238,0.5,0.5,,,,,0.0,2.01,0.0,0.48,,,0.0,0.7
2023-01-21,Brunno Ferreira,Gregory Rodrigues,brunno-ferreira,gregory-rodrigues,W,False,Middleweight,30,30,177.8,190.5,182.88,190.5,Orthodox,Orthodox,0.33266666666666667,0.368,0.54,0.56,,,,,0.89,2.74,0.16,0.41,,,0.0,0.4
2023-01-21,Thiago Moises,Melquizael Costa,thiago-moises,melquizael-costa,W,False,Lightweight,27,26,175.26,177.8,177.8,180.34,Orthodox,Southpaw,0.15933333333333335,0.23066666666666666,0.4,0.46,,,,,1.47,2.5,0.35,0.35,,,1.3,1.1
2023-01-21,Gabriel Bonfim,Mounir Lazzez,gabriel-bonfim,mounir-lazzez,W,False,Welterweight,25,35,185.42,185.42,182.88,193.04,Orthodox,Orthodox,0.38533333333333336,0.49933333333333335,0.42,0.55,,,,,2.92,1.8,0.75,0.57,,,1.9,0.0
2023-01-21,Shamil Abdurakhimov,Jailton Almeida,shamil-abdurakhimov,jailton-almeida,L,False,Heavyweight,41,31,190.5,190.5,193.04,200.66,Orthodox,Orthodox,0.16066666666666668,0.164,0.44,0.64,,,,,1.01,6.85,0.23,0.59,,,0.1,2.6
2023-01-21,Luan Lacerda,Cody Stamann,luan-lacerda,cody-stamann,L,False,Bantamweight,30,33,170.18,167.64,180.34,162.56,Orthodox,Orthodox,0.3013333333333333,0.29,0.44,0.47,,,,,1.26,2.22,0.25,0.37,,,0.6,0.0
2023-01-21,Terrance McKinney,Ismael Bonfim,terrance-mckinney,ismael-bonfim,L,False,Lightweight,28,27,177.8,172.72,185.42,180.34,Switch,Orthodox,0.302,0.38666666666666666,0.5,0.54,,,,,3.45,1.07,0.36,0.33,,,1.0,0.0
2023-01-21,Nicolas Dalby,Warlley Alves,nicolas-dalby,warlley-alves,W,False,Welterweight,38,32,180.34,180.34,187.96,182.88,Orthodox,Orthodox,0.27066666666666667,0.20266666666666666,0.43,0.48,,,,,1.01,1.22,0.27,0.5,,,0.1,0.8
2023-01-21,Josiane Nunes,Zarah Fairn,josiane-nunes,zarah-fairn,W,False,Women's Featherweight,29,39,157.48,172.72,170.18,182.88,Southpaw,Orthodox,0.3606666666666667,0.30333333333333334,0.42,0.31,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2023-01-21,Daniel Marcos,Saimon Oliveira,daniel-marcos,saimon-oliveira,W,False,Bantamweight,29,31,170.18,162.56,175.26,182.88,Orthodox,Orthodox,0.396,0.188,0.52,0.41,,,,,0.25,1.21,0.5,0.25,,,0.0,1.6
2023-02-04,Derrick Lewis,Serghei Spivac,derrick-lewis,serghei-spivac,L,False,Heavyweight,37,28,190.5,190.5,200.66,198.12,Orthodox,Orthodox,0.16533333333333333,0.23399999999999999,0.5,0.49,,,,,0.57,4.63,0.26,0.65,,,0.0,0.7
2023-02-04,Devin Clark,Da Woon Jung,devin-clark,da-woon-jung,W,False,Light Heavyweight,32,29,182.88,193.04,190.5,198.12,Orthodox,Orthodox,0.20199999999999999,0.2326666666666667,0.54,0.43,,,,,2.17,1.9,0.32,0.5,,,0.1,0.2
2023-02-04,Blagoy Ivanov,Marcin Tybura,blagoy-ivanov,marcin-tybura,L,False,Heavyweight,36,37,180.34,190.5,185.42,198.12,Southpaw,Orthodox,0.21666666666666667,0.238,0.4,0.48,,,,,0.69,1.42,0.4,0.33,,,0.1,0.1
2023-02-04,Yusaku Kinoshita,Adam Fugitt,yusaku-kinoshita,adam-fugitt,L,False,Welterweight,22,34,182.88,185.42,180.34,195.58,Southpaw,Southpaw,0.31,0.31466666666666665,0.5,0.45,,,,,0.0,2.04,0.0,0.29,,,0.0,0.0
2023-02-04,Jeka Saragih,Anshul Jubli,jeka-saragih,anshul-jubli,L,True,Lightweight,28,28,172.72,182.88,175.26,175.26,Orthodox,Switch,0.182,0.43200000000000005,0.5,0.46,,,,,2.21,0.82,0.8,0.18,,,0.6,0.4
2023-02-04,Yizha,JeongYeong Lee,yizha,jeongyeong-lee,L,True,Featherweight,26,27,170.18,177.8,180.34,185.42,Orthodox,Orthodox,0.188,0.18933333333333333,0.44,0.52,,,,,4.55,0.93,0.32,0.66,,,1.4,0.5
2023-02-04,Rinya Nakamura,Toshiomi Kazama,rinya-nakamura,toshiomi-kazama,W,True,Bantamweight,27,25,170.18,170.18,172.72,175.26,Southpaw,Orthodox,0.2353333333333333,0.11466666666666667,0.54,0.53,,,,,3.72,1.68,0.9,0.12,,,1.6,0.6
2023-02-04,SeungGuk Choi,HyunSung Park,seungguk-choi,hyunsung-park,L,True,Flyweight,26,27,167.64,170.18,162.56,167.64,Orthodox,Orthodox,0.17933333333333332,0.27666666666666667,0.42,0.44,,,,,1.02,1.54,0.27,0.27,,,0.0,2.6
2023-02-04,JunYong Park,Denis Tiuliulin,junyong-park,denis-tiuliulin,W,False,Middleweight,31,34,177.8,185.42,185.42,195.58,Orthodox,Orthodox,0.302,0.24066666666666667,0.5,0.41,,,,,1.83,0.96,0.5,0.42,,,1.1,0.0
2023-02-04,Jesus Aguilar,Tatsuro Taira,jesus-aguilar,tatsuro-taira,L,False,Flyweight,26,23,162.56,170.18,157.48,177.8,Orthodox,Orthodox,0.09733333333333333,0.23733333333333334,0.51,0.65,,,,,1.75,2.35,0.33,0.47,,,1.8,2.1
2023-02-11,Islam Makhachev,Alexander Volkanovski,islam-makhachev,alexander-volkanovski,W,True,Lightweight,31,34,177.8,167.64,177.8,180.34,Southpaw,Orthodox,0.17666666666666667,0.4106666666666667,0.59,0.56,,,,,3.19,1.78,0.53,0.37,,,1.1,0.2
2023-02-11,Yair Rodriguez,Josh Emmett,yair-rodriguez,josh-emmett,W,True,Featherweight,30,37,180.34,167.64,180.34,177.8,Orthodox,Orthodox,0.31,0.2693333333333333,0.46,0.36,,,,,0.69,0.91,0.27,0.37,,,0.7,0.1
2023-02-11,Randy Brown,Jack Della Maddalena,randy-brown,jack-della-maddalena,L,False,Welterweight,32,26,190.5,180.34,198.12,185.42,Orthodox,Switch,0.292,0.44933333333333336,0.47,0.53,,,,,0.72,0.21,0.39,0.16,,,0.6,0.2
2023-02-11,Parker Porter,Justin Tafa,parker-porter,justin-tafa,L,False,Heavyweight,37,29,182.88,182.88,190.5,187.96,Orthodox,Southpaw,0.43666666666666665,0.27266666666666667,0.5,0.54,,,,,1.35,0.0,0.26,0.0,,,0.5,0.0
2023-02-11,Tyson Pedro,Modestas Bukauskas,tyson-pedro,modestas-bukauskas,L,False,Light Heavyweight,31,29,190.5,190.5,200.66,198.12,Orthodox,Switch,0.19333333333333333,0.214,0.59,0.42,,,,,0.76,0.38,0.3,0.66,,,0.8,0.2
2023-02-11,Melsik Baghdasaryan,Josh Culibao,melsik-baghdasaryan,josh-culibao,L,False,Featherweight,31,28,175.26,177.8,177.8,185.42,Southpaw,Orthodox,0.35200000000000004,0.22733333333333333,0.61,0.44,,,,,0.0,0.0,0.0,0.0,,,0.0,0.3
2023-02-11,Kleydson Rodrigues,Shannon Ross,kleydson-rodrigues,shannon-ross,W,False,Flyweight,27,33,165.1,167.64,170.18,167.64,Orthodox,Switch,0.30533333333333335,0.3973333333333333,0.57,0.39,,,,,0.6,0.0,0.22,0.0,,,0.6,0.0
2023-02-11,Francisco Prado,Jamie Mullarkey,francisco-prado,jamie-mullarkey,L,False,Lightweight,20,28,177.8,182.88,175.26,187.96,Orthodox,Orthodox,0.30533333333333335,0.29266666666666663,0.41,0.46,,,,,0.0,2.31,0.0,0.34,,,0.4,0.1
2023-02-11,Don Shainis,Jack Jenkins,don-shainis,jack-jenkins,L,False,Featherweight,32,29,167.64,170.18,170.18,172.72,Orthodox,Switch,0.228,0.322,0.5,0.6,,,,,0.97,2.12,0.25,0.69,,,1.9,0.0
2023-02-11,Loma Lookboonmee,Elise Reed,loma-lookboonmee,elise-reed,W,False,Women's Strawweight,27,30,154.94,160.02,154.94,160.02,Orthodox,Orthodox,0.2733333333333333,0.17733333333333334,0.57,0.49,,,,,1.9,0.58,0.5,0.6,,,0.1,0.0
2023-02-11,Shane Young,Blake Bilder,shane-young,blake-bilder,L,False,Featherweight,29,32,172.72,172.72,182.88,172.72,Orthodox,Switch,0.34600000000000003,0.254,0.4,0.48,,,,,0.63,0.31,0.18,0.07,,,0.0,0.6
2023-02-11,Elves Brener,Zubaira Tukhugov,elves-brener,zubaira-tukhugov,W,False,Lightweight,25,32,177.8,172.72,182.88,172.72,Orthodox,Orthodox,0.266,0.21133333333333332,0.47,0.39,,,,,1.23,2.13,0.23,0.39,,,0.0,0.0
2023-02-18,Erin Blanchfield,Jessica Andrade,erin-blanchfield,jessica-andrade,W,False,Women's Flyweight,23,31,162.56,154.94,167.64,157.48,Orthodox,Orthodox,0.36466666666666664,0.44133333333333336,0.45,0.5,,,,,2.05,2.37,0.33,0.55,,,1.0,0.3
2023-02-18,Jordan Wright,Zac Pauga,jordan-wright,zac-pauga,L,False,Light Heavyweight,31,34,187.96,187.96,195.58,193.04,Orthodox,Orthodox,0.2733333333333333,0.29733333333333334,0.56,0.62,,,,,2.09,0.38,0.45,0.07,,,0.4,0.0
2023-02-18,Jamal Pogues,Josh Parisian,jamal-pogues,josh-parisian,W,False,Heavyweight,27,33,190.5,193.04,195.58,200.66,Orthodox,Orthodox,0.224,0.30333333333333334,0.44,0.48,,,,,2.4,0.98,0.48,0.33,,,0.0,0.2
2023-02-18,William Knight,Marcin Prachnio,william-knight,marcin-prachnio,L,False,Light Heavyweight,34,34,177.8,190.5,185.42,187.96,Orthodox,Orthodox,0.17466666666666666,0.37133333333333335,0.56,0.54,,,,,1.78,0.15,0.4,0.2,,,0.4,0.0
2023-02-18,Jim Miller,Alexander Hernandez,jim-miller,alexander-hernandez,L,False,Lightweight,39,30,172.72,175.26,180.34,182.88,Southpaw,Orthodox,0.19933333333333333,0.2886666666666667,0.42,0.41,,,,,1.53,1.06,0.44,0.31,,,1.7,0.1
2023-02-18,Evan Elder,Nazim Sadykhov,evan-elder,nazim-sadykhov,L,False,Lightweight,25,28,177.8,177.8,182.88,175.26,Switch,Southpaw,0.3346666666666666,0.32933333333333337,0.49,0.48,,,,,0.63,1.71,0.2,0.62,,,0.6,0.3
2023-02-18,Mayra Bueno Silva,Lina Lansberg,mayra-bueno-silva,lina-lansberg,W,False,Women's Bantamweight,31,40,167.64,170.18,167.64,165.1,Orthodox,Orthodox,0.2673333333333333,0.17933333333333332,0.59,0.55,,,,,0.64,0.52,0.29,0.27,,,1.5,0.1
2023-02-18,Jamall Emmers,Khusein Askhabov,jamall-emmers,khusein-askhabov,W,False,Featherweight,33,28,177.8,172.72,187.96,175.26,Orthodox,Orthodox,0.35333333333333333,0.13333333333333333,0.48,0.26,,,,,1.83,0.0,0.4,0.0,,,0.2,0.0
2023-02-18,Philipe Lins,Ovince Saint Preux,philipe-lins,ovince-saint-preux,W,False,Light Heavyweight,37,39,187.96,190.5,198.12,203.2,Orthodox,Southpaw,0.2533333333333333,0.20199999999999999,0.49,0.47,,,,,1.65,1.1,0.33,0.36,,,0.0,0.5
2023-02-18,AJ Fletcher,Themba Gorimbo,aj-fletcher,themba-gorimbo,W,False,Welterweight,26,32,177.8,185.42,170.18,195.58,Switch,Orthodox,0.224,0.16866666666666666,0.49,0.69,,,,,1.54,4.04,0.35,0.58,,,0.9,0.0
2023-02-18,Juancamilo Ronderos,Clayton Carpenter,juancamilo-ronderos,clayton-carpenter,L,False,Flyweight,28,26,160.02,167.64,162.56,167.64,Southpaw,Orthodox,0.14533333333333334,0.3,0.3,0.51,,,,,2.72,2.47,0.33,0.5,,,0.0,2.5
2023-02-25,Brendan Allen,Andre Muniz,brendan-allen,andre-muniz,W,False,Middleweight,27,33,187.96,185.42,190.5,198.12,Orthodox,Southpaw,0.2653333333333333,0.13133333333333333,0.53,0.5,,,,,1.74,4.23,0.47,0.5,,,1.4,1.2
2023-02-25,Don'Tale Mayes,Augusto Sakai,don-tale-mayes,augusto-sakai,L,False,Heavyweight,31,31,198.12,190.5,205.74,195.58,Orthodox,Orthodox,0.23399999999999999,0.30666666666666664,0.43,0.49,,,,,0.65,0.23,0.38,0.4,,,0.0,0.0
2023-02-25,Montana De La Rosa,Tatiana Suarez,montana-de-la-rosa,tatiana-suarez,L,False,Women's Flyweight,28,32,170.18,165.1,172.72,167.64,Orthodox,Southpaw,0.19333333333333333,0.2846666666666666,0.37,0.63,,,,,1.85,6.2,0.33,0.61,,,0.8,0.9
2023-02-25,Mike Malott,Yohan Lainesse,mike-malott,yohan-lainesse,W,False,Welterweight,31,30,185.42,185.42,185.42,193.04,Orthodox,Orthodox,0.25533333333333336,0.14800000000000002,0.46,0.41,,,,,3.04,0.94,0.6,0.28,,,1.0,0.5
2023-02-25,Erick Gonzalez,Trevor Peek,erick-gonzalez,trevor-peek,L,False,Lightweight,31,28,180.34,175.26,190.5,177.8,Orthodox,Switch,0.16,0.30533333333333335,0.36,0.54,,,,,6.0,1.82,0.55,0.53,,,0.0,0.0
2023-02-25,Gabriella Fernandes,Jasmine Jasudavicius,gabriella-fernandes,jasmine-jasudavicius,L,False,Women's Flyweight,29,33,167.64,170.18,167.64,172.72,Southpaw,Orthodox,0.24866666666666667,0.25266666666666665,0.49,0.45,,,,,0.67,2.39,0.22,0.41,,,0.0,0.5
2023-02-25,Jordan Leavitt,Victor Martinez,jordan-leavitt,victor-martinez,W,False,Lightweight,27,31,175.26,172.72,180.34,177.8,Southpaw,Orthodox,0.16999999999999998,0.5293333333333333,0.61,0.51,,,,,2.19,0.7,0.25,0.33,,,1.1,0.0
2023-02-25,Charles Johnson,Ode Osbourne,charles-johnson,ode-osbourne,L,False,Catch Weight,32,31,175.26,170.18,177.8,185.42,Switch,Southpaw,0.322,0.23066666666666666,0.51,0.38,,,,,0.38,1.27,0.2,0.27,,,0.5,0.2
2023-02-25,Carl Deaton,Joe Solecki,carl-deaton,joe-solecki,L,False,Lightweight,33,29,170.18,175.26,175.26,177.8,Orthodox,Orthodox,0.10200000000000001,0.132,0.31,0.56,,,,,0.0,2.23,0.0,0.46,,,0.0,1.4
